,imagePath,label,Shape_num,width,height,point1_x,point1_y,point2_x,point2_y,ascept_ratio
7091,4025345,paper,1,2268,4032,1024,1131,1584,2548,8.68
7092,4025418,plastic,1,2268,4032,860,1414,1332,2470,5.45
7093,4025478,plastic,1,2268,4032,955,1302,1349,2253,4.1
7094,4025536,paper,1,2250,4000,978,1769,1419,2303,2.62
7095,4025630,paper,1,2250,4000,606,1306,1947,2344,15.47
7096,4025676,paper,1,4032,2268,926,365,2566,1742,24.7
7097,4026210,vinyl,1,2620,4656,859,1699,1805,2903,9.34
7098,4026269,pack,1,4032,2268,1836,920,2240,1285,1.61
7099,4026273,vinyl,1,2268,4032,627,1408,1688,2763,15.72
7100,4026318,vinyl,1,2268,4032,995,1276,1317,1669,1.38
7101,4026363,plastic,1,1602,2848,592,1113,943,1620,3.9
7102,4026384,paper,1,2268,4032,923,1408,1304,2763,5.65
7103,4026539,vinyl,1,2620,4656,899,1793,1885,2812,8.24
7104,4026553,paper,1,1836,3264,755,1285,1076,1800,2.76
7105,4026574,paper,1,2268,4032,869,1342,1534,2299,6.96
7106,4026580,vinyl,1,2268,4032,706,1449,1612,2642,11.82
7107,4026726,vinyl,1,2268,4032,932,1572,1399,2923,6.9
7108,4026807,paper,1,2268,4032,718,1537,1584,2709,11.1
7109,4026903,glass,1,2620,4656,1146,1760,1521,2902,3.51
7110,4027132,paper,1,2268,4032,885,1143,1581,1918,5.9
7111,4027263,pack,1,2250,4000,881,1978,1522,2378,2.85
7112,4027294,pack,1,1440,2560,602,1052,880,1370,2.4
7113,4027307,pack,1,1440,2560,704,1266,948,1530,1.75
7114,4027324,vinyl,1,2250,4000,903,2020,1359,2317,1.5
7115,4027369,paper,1,2268,4032,828,907,1371,2910,11.89
7116,4027407,paper,1,2268,4032,841,888,1452,2753,12.46
7117,4027453,paper,1,2268,4032,888,1084,1471,2731,10.5
7118,4027498,paper,1,2268,4032,939,1159,1430,2907,9.39
7119,4027566,vinyl,1,2268,4032,517,1600,1613,2104,6.04
7120,4027986,paper,1,2268,4032,970,1295,1443,2904,8.32
7121,4028346,paper,1,2268,4032,759,1509,1548,2549,8.97
7122,4028515,paper,1,2250,4000,875,1641,1434,2241,3.73
7123,4028672,vinyl,1,2592,4608,990,1868,1497,2558,2.93
7124,4029158,vinyl,1,3184,5664,610,2328,2304,3628,12.21
7125,4029187,vinyl,1,4032,2268,1571,854,2331,1408,4.6
7126,4029317,paper,1,2268,4032,353,1232,1918,2715,25.38
7127,4029566,vinyl,1,4032,2268,1717,1077,2451,1238,1.29
7128,4029959,vinyl,1,2592,4608,1055,2192,1598,2689,2.26
7129,4030005,glass,1,2268,4032,1089,1612,1252,1976,0.65
7130,4030602,paper,1,2268,4032,835,1458,1560,2358,7.14
7131,4030675,vinyl,1,4000,2252,1319,631,2675,1580,14.29
7132,4030796,plastic,1,2988,5312,1295,2006,1699,3278,3.24
7133,4030800,pet,1,2268,4032,541,1685,1142,2388,4.62
7134,4030814,vinyl,1,2322,4128,735,1538,1580,2722,10.44
7135,4030838,plastic,1,2268,4032,1035,2019,1257,2300,0.68
7136,4030895,vinyl,1,2988,5312,747,1735,2038,3366,13.27
7137,4030931,paper,1,2268,4032,687,1301,1660,2495,12.7
7138,4030937,can,1,2268,4032,876,1888,1318,2298,1.98
7139,4030985,pack,1,2988,5312,1008,2025,1826,3382,6.99
7140,4031041,vinyl,1,2322,4128,858,1361,1364,2767,7.42
7141,4031095,paper,1,2268,4032,951,1644,1304,2265,2.4
7142,4031163,paper,1,1836,3264,739,1336,1007,1912,2.58
7143,4031245,vinyl,1,2268,4032,923,1540,1761,2356,7.48
7144,4031323,paper,1,2268,4032,936,1465,1440,2312,4.67
7145,4031572,vinyl,1,2250,4000,900,1750,1350,2356,3.03
7146,4031771,vinyl,1,2268,4032,932,1786,1506,2262,2.99
7147,4031899,glass,1,2268,4032,1021,1710,1446,2136,1.98
7148,4031937,can,1,2592,4608,756,1080,1861,2444,12.62
7149,4031965,can,1,2268,4032,913,1320,1547,2681,9.44
7150,4032017,pack,1,2268,4032,1143,1710,1802,2448,5.32
7151,4032066,vinyl,1,2268,4032,576,1077,1641,2249,13.65
7152,4032084,vinyl,1,1440,2560,536,994,964,1670,7.85
7153,4032352,vinyl,1,1440,2560,454,1038,946,1588,7.34
7154,4032483,pet,1,2268,4032,736,1710,1694,2463,7.89
7155,4032531,can,1,1440,2560,528,1164,888,1412,2.42
7156,4032710,pack,1,2322,4128,913,1822,1396,2041,1.1
7157,4032749,vinyl,1,2250,4000,662,1475,1688,2613,12.97
7158,4032906,paper,1,2250,4000,744,1109,1638,2441,13.23
7159,4032916,pack,1,4032,2268,1537,1021,2262,1408,3.07
7160,4032935,can,1,1440,2560,514,1162,944,1618,5.32
7161,4033104,vinyl,1,2268,4032,747,1336,1647,2243,8.93
7162,4033164,vinyl,1,2252,4000,771,1353,1490,2988,13.05
7163,4033329,vinyl,1,2250,4000,1009,1588,1334,2459,3.15
7164,4033425,pet,1,1602,2848,364,967,1121,1748,12.96
7165,4033538,plastic,1,2988,5312,1029,2179,1955,3718,8.98
7166,4033645,paper,1,1836,3264,485,1290,1188,1823,6.25
7167,4033657,can,1,2268,4032,1004,1968,1317,2139,0.59
7168,4033923,pack,1,2268,4032,699,1553,1584,2545,9.6
7169,4034996,vinyl,1,2268,4032,504,1008,1858,2681,24.77
7170,4035431,paper,1,2268,4032,444,1222,1972,2690,24.53
7171,4035498,paper,1,2268,4032,599,1729,1676,2848,13.18
7172,4035755,vinyl,1,1836,3264,530,1306,1122,1752,4.41
7173,4035783,vinyl,1,2268,4032,873,1619,1455,2296,4.31
7174,4036305,paper,1,2268,4032,350,1373,1814,2709,21.39
7175,4038025,vinyl,1,2268,4032,873,1783,1565,2084,2.28
7176,4038437,vinyl,1,2250,4000,731,1462,1516,2244,6.82
7177,4038582,vinyl,1,2250,4000,447,1644,1666,2300,8.89
7178,4038611,paper,1,2268,4032,572,1251,1697,2403,14.17
7179,4038701,vinyl,1,2250,4000,769,1266,1416,2300,7.43
7180,4038736,vinyl,1,2250,4000,831,1253,1397,2253,6.29
7181,4038909,pet,1,3184,5664,999,1137,2074,4584,20.55
7182,4039073,can,1,2612,4640,1146,1686,1478,2604,2.51
7183,4039210,vinyl,1,2250,4000,736,1629,1348,2540,6.19
7184,4039267,vinyl,1,2250,4000,786,1310,1459,2338,7.69
7185,4039547,vinyl,1,2268,4032,501,1269,1685,2476,15.63
7186,4039582,vinyl,1,2250,4000,753,1455,1503,2509,8.78
7187,4039593,vinyl,1,2268,4032,599,1720,1663,2268,6.38
7188,4039631,paper,1,2268,4032,485,1440,1729,2511,14.57
7189,4039734,paper,1,2268,4032,646,1433,1641,2555,12.21
7190,4040198,vinyl,1,2250,4000,759,1487,1550,2478,8.71
7191,4040210,paper,1,2604,4624,1163,2030,1506,2612,1.66
7192,4040276,vinyl,1,2250,4000,719,1675,1572,2141,4.42
7193,4040762,vinyl,1,2268,4032,986,1739,1458,2366,3.24
7194,4040984,vinyl,1,2620,4656,873,1459,1536,2655,6.5
7195,4041026,vinyl,1,2250,4000,846,1245,1383,2757,9.02
7196,4041525,vinyl,1,2268,4032,948,1644,1348,2196,2.41
7197,4041565,vinyl,1,2268,4032,942,1676,1345,2218,2.39
7198,4041772,vinyl,1,2268,4032,1030,1827,1389,2318,1.93
7199,4041906,vinyl,1,2620,4656,1081,1851,1684,2719,4.29
7200,4042074,vinyl,1,2268,4032,769,1474,1484,2344,6.8
7201,4042335,vinyl,1,2250,4000,1016,1603,1378,2097,1.99
7202,4042454,vinyl,1,2250,4000,944,1425,1553,2203,5.26
7203,4042460,paper,1,2620,4656,1146,1891,1583,2819,3.32
7204,4042480,vinyl,1,2250,4000,969,1522,1472,2156,3.54
7205,4042599,paper,1,2250,4000,825,1432,1593,2223,6.75
7206,4042610,paper,1,2604,4624,943,1629,1820,2670,7.58
7207,4042636,vinyl,1,2250,4000,663,1194,1584,2344,11.77
7208,4042698,pack,1,2250,4000,722,1566,1409,2269,5.37
7209,4042730,pet,1,2268,4032,1064,1597,1291,2326,1.81
7210,4042753,vinyl,1,2250,4000,802,1473,1566,2409,7.95
7211,4043241,vinyl,1,1836,3264,497,1288,1107,1760,4.8
7212,4043263,glass,1,2268,4032,1005,1477,1342,2498,3.76
7213,4043582,vinyl,1,2250,4000,591,1603,1753,2394,10.21
7214,4043623,vinyl,1,2250,4000,974,1404,1388,2481,4.95
7215,4043715,vinyl,1,2250,4000,588,1303,1619,2622,15.11
7216,4043786,vinyl,1,2250,4000,809,1722,1438,2628,6.33
7217,4044143,vinyl,1,2268,4032,868,1409,1501,2523,7.71
7218,4044335,vinyl,1,2250,4000,391,1593,1750,2278,10.34
7219,4045706,can,1,2268,4032,904,1427,1210,2214,2.63
7220,4046343,glass,1,1836,3264,627,1364,1119,1930,4.65
7221,4047751,paper,1,3184,5664,1182,2226,2171,3528,7.14
7222,4048389,paper,1,2268,4032,1005,1736,1455,2407,3.3
7223,4048835,pack,1,1836,3264,548,1298,1038,1790,4.02
7224,4048995,glass,1,2268,4032,873,1112,1269,2608,6.48
7225,4049203,paper,1,2268,4032,813,1339,1440,2218,6.03
7226,4049248,paper,1,2592,4608,522,1843,1587,3115,11.34
7227,4049306,pack,1,2592,4608,1156,2308,1537,2743,1.39
7228,4049311,paper,1,2268,4032,759,1080,1613,2098,9.51
7229,4049721,paper,1,2268,4032,479,1216,1556,2429,14.29
7230,4049749,paper,1,2268,4032,598,1021,1594,2287,13.79
7231,4049766,paper,1,2268,4032,504,1030,1534,2325,14.59
7232,4049772,glass,1,2268,4032,980,1805,1474,2340,2.89
7233,4049940,paper,1,2322,4128,1006,1596,1374,2374,2.99
7234,4050088,can,1,2268,4032,806,1600,1496,1994,2.97
7235,4050102,paper,1,2268,4032,677,1496,1263,2350,5.47
7236,4050243,plastic,1,2612,4640,1217,1722,1420,2541,1.37
7237,4050436,paper,1,2268,4032,838,1496,1430,2529,6.69
7238,4050717,paper,1,2612,4640,1206,1816,1402,2483,1.08
7239,4051111,paper,1,2268,4032,980,1619,1288,2079,1.55
7240,4051115,paper,1,2268,4032,1002,1714,1191,2013,0.62
7241,4051625,glass,1,2268,4032,816,1232,1458,2860,11.43
7242,4051781,paper,1,2268,4032,754,1553,1763,2339,8.67
7243,4051920,pack,1,2592,4608,911,1814,1738,3077,8.75
7244,4052080,vinyl,1,4032,2268,1189,765,2322,1511,9.24
7245,4052677,pet,1,2268,4032,850,1645,1530,2326,5.06
7246,4052845,paper,1,2240,3968,651,1274,1574,2561,13.36
7247,4052890,pack,1,2268,4032,1024,1603,1361,2277,2.48
7248,4054881,paper,1,4608,2592,1674,929,2614,1656,5.72
7249,4055127,can,1,2592,4608,997,1411,1375,3233,5.77
7250,4055142,can,1,2592,4608,1033,1746,1415,2988,3.97
7251,4055256,pet,1,2592,4608,1055,1645,1548,3154,6.23
7252,4055283,pet,1,2592,4608,922,1638,1580,3139,8.27
7253,4056173,pet,1,2268,4032,958,1304,1361,2451,5.05
7254,4056930,pack,1,2340,4160,994,1635,1500,2558,4.8
7255,4058205,paper,1,2592,4608,965,1847,1692,2718,5.3
7256,4058265,paper,1,2592,4608,778,2135,1678,2416,2.12
7257,4058338,glass,1,2592,4608,871,1883,1505,2466,3.09
7258,4058370,paper,1,2592,4608,983,1933,1634,2927,5.42
7259,4058414,paper,1,2592,4608,522,1703,2059,3337,21.03
7260,4058491,paper,1,2592,4608,648,1498,1944,3092,17.3
7261,4058681,paper,1,2592,4608,583,1343,2002,3118,21.09
7262,4058690,paper,1,2592,4608,716,1408,1883,2945,15.02
7263,4058696,paper,1,2592,4608,673,1613,1930,3236,17.08
7264,4058771,paper,1,2592,4608,731,1462,1958,3118,17.01
7265,4058853,glass,1,2272,4032,983,1622,1232,2372,2.04
7266,4058907,pack,1,2340,4160,816,1794,1667,2204,3.58
7267,4058927,pack,1,2340,4160,1043,1716,1388,2431,2.53
7268,4058930,pet,1,2272,4032,967,1358,1431,2507,5.82
7269,4059013,paper,1,2592,4608,515,1133,2162,3074,26.77
7270,4059082,paper,1,2592,4608,929,1487,1930,2416,7.79
7271,4059106,paper,1,2592,4608,871,1372,1966,2765,12.77
7272,4059129,paper,1,2592,4608,828,886,1647,3304,16.58
7273,4059245,paper,1,2592,4608,925,1159,1717,3280,14.06
7274,4059260,paper,1,2592,4608,1219,1184,1636,2912,6.03
7275,4059277,paper,1,2592,4608,1012,1546,1609,2988,7.21
7276,4059285,paper,1,2592,4608,1210,1807,1512,2836,2.6
7277,4059312,paper,1,2592,4608,868,1300,2099,3172,19.29
7278,4059339,paper,1,2592,4608,1051,1778,1537,2653,3.56
7279,4059377,glass,1,2592,4608,1040,1897,1678,2840,5.04
7280,4059405,paper,1,2268,4032,961,1534,1241,2085,1.69
7281,4059421,paper,1,2268,4032,1014,1301,1254,2407,2.9
7282,4060302,can,1,1602,2848,545,1044,1061,1562,5.86
7283,4060982,can,1,2268,4032,860,1572,1310,2432,4.23
7284,4062027,can,1,2268,4032,967,1537,1408,2435,4.33
7285,4062256,pack,1,2268,4032,621,1862,1430,2728,7.66
7286,4062370,pack,1,2268,4032,702,1830,1644,2737,9.34
7287,4062371,paper,1,2268,4032,936,1449,1241,2703,4.18
7288,4062819,pack,1,2988,5312,1340,2087,1793,2876,2.25
7289,4062865,pet,1,3184,5664,1300,1690,2132,3558,8.62
7290,4063014,pack,1,2250,4000,750,1497,1563,2303,7.28
7291,4063083,can,1,2592,4608,1152,2124,1577,2538,1.47
7292,4063391,pack,1,2268,4032,1058,1455,1424,2438,3.93
7293,4063429,pack,1,2268,4032,769,1584,1474,2479,6.9
7294,4063502,pet,1,2268,4032,958,1729,1273,2629,3.1
7295,4063527,pet,1,2268,4032,970,1638,1266,2485,2.74
7296,4063535,pet,1,2268,4032,950,1858,1495,2623,4.56
7297,4063553,paper,1,2268,4032,646,1638,1635,2608,10.49
7298,4063656,paper,1,2340,4160,585,1723,1791,2727,12.44
7299,4063658,can,1,2268,4032,1046,1789,1219,2142,0.67
7300,4063695,paper,1,3184,5664,1114,1819,1919,3500,7.5
7301,4063727,paper,1,2268,4032,740,1635,1581,2463,7.61
7302,4063813,pack,1,2268,4032,958,1773,1298,2158,1.43
7303,4063815,pack,1,2268,4032,1030,1792,1395,2136,1.37
7304,4063821,pack,1,2268,4032,976,1881,1301,2218,1.2
7305,4063830,pack,1,2268,4032,995,1814,1377,2224,1.71
7306,4063848,pack,1,2268,4032,901,1915,1301,2299,1.68
7307,4063880,glass,1,2268,4032,1052,1578,1361,2419,2.84
7308,4063943,glass,1,2268,4032,1077,1660,1310,2230,1.45
7309,4063972,pet,1,2250,4000,691,1572,1438,2669,9.11
7310,4063990,can,1,2250,4000,931,1625,1216,2244,1.96
7311,4064126,pack,1,2268,4032,806,1632,1556,2466,6.84
7312,4064253,paper,1,2268,4032,728,1704,1559,2129,3.86
7313,4064966,paper,1,2268,4032,513,1521,1827,1859,4.86
7314,4065052,glass,1,2268,4032,1046,1452,1285,2394,2.46
7315,4065054,glass,1,2268,4032,668,1887,1310,2123,1.66
7316,4065064,glass,1,2268,4032,1068,1566,1298,2328,1.92
7317,4065129,glass,1,2268,4032,986,1222,1386,2125,3.95
7318,4065323,can,1,1440,2560,610,970,850,1592,4.05
7319,4065755,pet,1,2268,4032,765,1263,1484,2451,9.34
7320,4065782,pet,1,2268,4032,762,1421,1411,2063,4.56
7321,4065804,pet,1,2268,4032,816,1471,1685,2322,8.09
7322,4065845,pet,1,2268,4032,926,1304,1228,2196,2.95
7323,4065852,pet,1,2268,4032,995,1292,1282,2218,2.91
7324,4065864,pet,1,2268,4032,1005,1332,1339,2344,3.7
7325,4065870,can,1,2268,4032,885,1937,1238,2221,1.1
7326,4065884,pet,1,2268,4032,677,1559,1433,2977,11.72
7327,4065926,paper,1,3184,5664,836,2412,2326,3274,7.12
7328,4065951,glass,1,2268,4032,901,1440,1408,2177,4.09
7329,4065989,glass,1,2268,4032,973,1260,1383,2507,5.59
7330,4066025,plastic,1,2322,4128,920,1458,1274,2728,4.69
7331,4066057,can,1,4128,2322,1222,944,2690,1393,6.88
7332,4066060,can,1,2322,4128,916,1390,1280,2796,5.34
7333,4066225,paper,1,2268,4032,642,1604,1664,2326,8.07
7334,4066234,paper,1,2268,4032,945,1590,1327,2294,2.94
7335,4066315,can,1,2268,4032,963,1372,1243,2220,2.6
7336,4066343,paper,1,2250,4000,906,1434,1334,1969,2.54
7337,4066377,pet,1,2272,4032,1034,1320,1396,2618,5.13
7338,4066426,paper,1,2268,4032,646,1184,1673,2306,12.6
7339,4066447,paper,1,2268,4032,923,1077,1386,2539,7.4
7340,4066507,pack,1,4128,2322,1474,832,2612,1345,6.09
7341,4066508,can,1,2250,4000,922,1634,1281,2000,1.46
7342,4066513,pack,1,2322,4128,761,1603,1293,2670,5.92
7343,4066514,paper,1,2250,4000,825,1575,1438,2428,5.81
7344,4066613,paper,1,2322,4128,490,1174,1613,2744,18.39
7345,4066642,paper,1,2322,4128,703,1474,1648,2735,12.43
7346,4066657,paper,1,4128,2322,1371,790,2719,1783,13.96
7347,4066688,paper,1,2322,4128,755,1374,1771,2738,14.46
7348,4066798,pet,1,1836,3264,752,989,1079,1890,4.92
7349,4066801,paper,1,3184,5664,907,1965,2269,3726,13.3
7350,4066989,pet,1,2272,4032,1015,1421,1346,2542,4.05
7351,4067032,pack,1,4128,2322,1306,906,2806,1396,7.67
7352,4067127,paper,1,2848,1602,1055,449,1940,1010,10.88
7353,4067194,glass,1,2322,4128,729,1742,1496,2361,4.95
7354,4067225,glass,1,4128,2322,1567,710,2287,1464,5.66
7355,4067781,paper,1,2268,4032,725,1229,1534,2095,7.66
7356,4068017,paper,1,2268,4032,476,1011,1607,2627,19.99
7357,4068064,pet,1,4000,2250,1647,1019,2231,1319,1.95
7358,4068386,pet,1,2250,4000,1012,1331,1325,2416,3.77
7359,4068478,paper,1,2268,4032,873,1629,1537,2479,6.17
7360,4068600,pet,1,2250,4000,955,1059,1352,2247,5.24
7361,4068612,pet,1,2250,4000,856,972,1372,2644,9.59
7362,4068716,glass,1,2988,5312,1268,2278,1600,3026,1.56
7363,4068900,pet,1,2250,4000,956,1125,1294,2203,4.05
7364,4068916,pet,1,2250,4000,966,1306,1369,2591,5.75
7365,4069112,pack,1,2988,5312,1286,2312,1706,2789,1.26
7366,4069371,paper,1,1836,3264,411,1400,1525,1890,9.11
7367,4069527,paper,1,2268,4032,1178,1610,1411,2186,1.47
7368,4069546,paper,1,2268,4032,1024,1443,1361,1988,2.01
7369,4069603,paper,1,2268,4032,1021,1874,1339,2315,1.53
7370,4069604,paper,1,2988,5312,975,1915,2253,3370,11.72
7371,4069640,paper,1,2268,4032,1156,1877,1389,2429,1.41
7372,4069684,paper,1,2268,4032,1030,1688,1392,2085,1.57
7373,4069740,pet,1,2604,4624,1029,1369,1567,3284,8.56
7374,4069749,paper,1,2268,4032,1080,1918,1304,2167,0.61
7375,4069767,pet,1,2604,4624,1086,1684,1549,3067,5.32
7376,4069791,paper,1,2268,4032,1216,1742,1427,2057,0.73
7377,4069824,can,1,2604,4624,849,1879,1419,3027,5.43
7378,4069887,can,1,2604,4624,943,1875,1588,2856,5.25
7379,4070059,paper,1,1840,3264,497,1206,1358,1487,4.03
7380,4070187,paper,1,2268,4032,926,1717,1499,2375,4.12
7381,4070235,paper,1,1840,3264,821,905,999,1673,2.28
7382,4070306,pack,1,2268,4032,917,1490,1503,2419,5.95
7383,4070346,paper,1,2268,4032,781,1525,1496,2306,6.11
7384,4070548,can,1,2268,4032,1046,1780,1301,2044,0.74
7385,4070583,glass,1,2268,4032,1087,1471,1329,1922,1.19
7386,4070651,pet,1,2268,4032,857,1852,1506,2088,1.67
7387,4070746,can,1,2268,4032,1090,1704,1358,1994,0.85
7388,4070781,paper,1,2322,4128,687,1390,1714,2708,14.12
7389,4070855,paper,1,1840,3264,719,768,1126,1698,6.3
7390,4071117,can,1,4608,2592,2142,1123,2495,1498,1.11
7391,4071396,pet,1,4608,2592,2203,1087,2430,1699,1.16
7392,4071464,pet,1,2250,4000,822,1422,1406,2512,7.07
7393,4071509,pet,1,2250,4000,709,1484,1512,2616,10.1
7394,4071524,pet,1,2250,4000,786,1296,1440,2653,9.86
7395,4071581,pet,1,2592,4608,1166,1915,1454,2909,2.4
7396,4071620,pet,1,4608,2592,1818,1195,2794,1476,2.3
7397,4071643,pet,1,2592,4608,937,2264,1684,2566,1.89
7398,4071850,paper,1,2322,4128,668,1384,1648,2741,13.87
7399,4071906,paper,1,4128,2322,1222,713,2715,1870,18.02
7400,4071923,paper,1,2268,4032,850,1383,1430,2375,6.29
7401,4072001,paper,1,2322,4128,687,1654,1593,2696,9.85
7402,4072032,can,1,4000,2250,1831,903,2278,1334,2.14
7403,4072074,pack,1,1440,2560,556,1132,746,1438,1.58
7404,4072122,paper,1,2268,4032,844,1651,1354,2353,3.92
7405,4072239,can,1,2268,4032,895,1925,1610,2158,1.82
7406,4072337,paper,1,2268,4032,1030,1430,1417,2359,3.93
7407,4072386,pack,1,1836,3264,576,1385,1076,1833,3.74
7408,4072460,pack,1,2268,4032,983,1821,1197,2391,1.33
7409,4072467,pack,1,2268,4032,967,1635,1169,2189,1.22
7410,4072471,pack,1,2268,4032,980,1654,1191,2214,1.29
7411,4072482,pack,1,2268,4032,1062,1710,1263,2265,1.22
7412,4072484,can,1,2268,4032,838,1704,1354,1915,1.19
7413,4072492,pack,1,2268,4032,976,1751,1178,2293,1.2
7414,4072536,can,1,2268,4032,813,1830,1307,2047,1.17
7415,4072557,can,1,2268,4032,822,1799,1310,1994,1.04
7416,4072565,can,1,2268,4032,860,1887,1225,2088,0.8
7417,4072593,pack,1,2268,4032,1024,1688,1288,2334,1.86
7418,4072608,pack,1,2268,4032,1030,1764,1292,2388,1.79
7419,4072620,paper,1,4656,2620,1881,1110,2601,1496,2.28
7420,4072672,pet,1,2268,4032,917,1257,1295,2151,3.7
7421,4072875,paper,1,2250,4000,825,1628,1634,2756,10.14
7422,4072914,pack,1,1836,3264,558,1380,1099,1612,2.09
7423,4072932,pack,1,4000,2250,1388,716,2353,1522,8.64
7424,4072946,paper,1,2268,4032,765,1808,1458,2413,4.58
7425,4072958,paper,1,2250,4000,434,863,1616,2722,24.41
7426,4073038,pack,1,1836,3264,562,1369,1094,1821,4.01
7427,4073109,vinyl,1,1836,3264,594,1300,1150,1890,5.47
7428,4073209,plastic,1,2268,4032,186,1395,1956,2292,17.36
7429,4073575,can,1,1602,2848,552,934,1044,1486,5.95
7430,4073707,paper,1,2268,4032,816,1566,1610,2356,6.86
7431,4073740,paper,1,2268,4032,980,1408,1336,2268,3.35
7432,4074326,can,1,2268,4032,942,1452,1219,2577,3.41
7433,4074362,pet,1,1602,2848,728,996,981,1831,4.63
7434,4074398,pack,1,2268,4032,825,2123,1345,2734,3.47
7435,4074410,pet,1,1602,2848,661,1184,946,1653,2.93
7436,4074586,paper,1,2592,4608,1062,2016,1519,2459,1.7
7437,4074662,paper,1,2592,4608,698,1962,1750,2592,5.55
7438,4074794,paper,1,2268,4032,866,1402,1370,2340,5.17
7439,4074811,plastic,1,2988,5312,843,1750,1967,3619,13.24
7440,4074830,pack,1,1602,2848,550,1190,952,1589,3.52
7441,4074954,pack,1,2268,4032,772,1430,1503,2375,7.55
7442,4074969,glass,1,2592,4608,1037,2383,1652,2758,1.93
7443,4075012,pack,1,4032,2268,1572,992,2255,1373,2.85
7444,4075034,plastic,1,2268,4032,907,1597,1351,2211,2.98
7445,4075051,paper,1,2268,4032,795,1361,1518,2312,7.52
7446,4075080,glass,1,2592,4608,1260,1782,1606,2909,3.26
7447,4075204,pet,1,1440,2560,654,906,928,1608,5.22
7448,4075258,can,1,2988,5312,1332,1718,1801,3366,4.87
7449,4075269,paper,1,2592,4608,1134,2002,1487,2642,1.89
7450,4075294,pack,1,1836,3264,694,1290,1119,1726,3.09
7451,4075296,can,1,2988,5312,1345,1897,1838,3295,4.34
7452,4075376,pet,1,1440,2560,654,894,868,1652,4.4
7453,4075439,paper,1,1836,3264,711,1191,1234,2165,8.5
7454,4075450,pet,1,1440,2560,562,780,890,1850,9.52
7455,4075462,paper,1,1440,2560,462,1060,1006,1454,5.81
7456,4075636,pack,1,4032,2268,1821,986,2314,1422,2.35
7457,4075835,can,1,2268,4032,622,1629,1310,2188,4.21
7458,4075850,paper,1,1836,3264,801,1285,1046,2109,3.37
7459,4076025,paper,1,1836,3264,632,1051,1181,2328,11.7
7460,4076062,can,1,2268,4032,929,1607,1424,2583,5.28
7461,4076150,paper,1,1836,3264,750,1469,959,1989,1.81
7462,4076216,pack,1,4128,2322,1838,1116,2141,1416,0.95
7463,4076241,pet,1,2268,4032,891,1616,1279,2391,3.29
7464,4076624,can,1,1440,2560,708,1070,894,1418,1.76
7465,4076732,paper,1,2268,4032,730,1466,1521,2577,9.61
7466,4076794,paper,1,2268,4032,816,1547,1443,2483,6.42
7467,4076817,pack,1,1440,2560,536,964,910,1448,4.91
7468,4076877,paper,1,2268,4032,787,1474,1440,2394,6.57
7469,4076887,paper,1,2268,4032,819,1663,1490,2485,6.03
7470,4076911,glass,1,2322,4128,700,1596,1654,2628,10.27
7471,4076928,paper,1,1440,2560,430,970,1078,1380,7.21
7472,4076960,paper,1,1440,2560,586,1070,828,1378,2.02
7473,4077018,paper,1,2988,5312,838,1818,2108,3494,13.41
7474,4077039,paper,1,1440,2560,602,1116,906,1444,2.7
7475,4077121,paper,1,2604,4624,1012,1780,1781,2959,7.53
7476,4077273,paper,1,1440,2560,586,962,852,1338,2.71
7477,4077288,paper,1,1440,2560,628,954,806,1348,1.9
7478,4077330,can,1,1440,2560,662,1042,950,1600,4.36
7479,4077374,paper,1,2268,4032,533,1721,1743,2773,13.92
7480,4077472,paper,1,1440,2560,584,724,854,1534,5.93
7481,4077498,paper,1,1440,2560,640,702,844,1450,4.14
7482,4077563,paper,1,2268,4032,1046,1402,1521,2133,3.8
7483,4077630,can,1,1440,2560,592,950,860,1556,4.41
7484,4077680,paper,1,2268,4032,803,1679,1383,2504,5.23
7485,4077757,paper,1,2592,4608,846,1483,2002,3046,15.13
7486,4077823,paper,1,2268,4032,999,1462,1477,2032,2.98
7487,4077926,paper,1,2268,4032,732,1590,1589,2532,8.83
7488,4077937,can,1,2268,4032,983,1474,1273,2448,3.09
7489,4078081,paper,1,2268,4032,712,1320,1480,2602,10.77
7490,4078846,glass,1,1836,3264,678,1400,1063,1617,1.39
7491,4078876,plastic,1,2268,4032,1046,1682,1191,2344,1.05
7492,4078982,paper,1,2268,4032,1043,1726,1225,2359,1.26
7493,4079007,paper,1,2268,4032,954,1799,1304,2287,1.87
7494,4079182,paper,1,4032,2268,1518,860,2492,1411,5.87
7495,4079263,can,1,2268,4032,1074,1553,1424,2637,4.15
7496,4079376,pet,1,2268,4032,983,1455,1310,2596,4.08
7497,4079482,pack,1,2268,4032,658,1216,1484,2114,8.11
7498,4079501,pack,1,2268,4032,687,1358,1569,2199,8.11
7499,4079590,paper,1,2268,4032,888,1342,1392,2687,7.41
7500,4079732,pack,1,2268,4032,986,1377,1496,1994,3.44
7501,4079775,pack,1,2268,4032,954,1940,1162,2167,0.52
7502,4079855,glass,1,1836,3264,762,1400,1028,1663,1.17
7503,4079996,glass,1,2268,4032,973,1348,1219,2300,2.56
7504,4080034,glass,1,2268,4032,983,1449,1235,2397,2.61
7505,4080376,paper,1,2250,4000,644,1044,1600,2366,14.04
7506,4080782,pet,1,2268,4032,929,1632,1225,2419,2.55
7507,4080814,glass,1,2268,4032,983,1528,1279,2309,2.53
7508,4080860,paper,1,2268,4032,633,1320,1666,2602,14.48
